ylogistic,xdpend,ydpend,xlorenz,ylorenz,zlorenz
5.425169677061130180e-01,-2.556871637974817979e-01,-3.734629557985883475e-01,5.653256709204052655e+00,-1.334257131261164186e+00,3.177369179253352982e+01
9.431307683368939099e-01,-2.657296960209589165e-01,-3.635155357414654453e-01,4.954505325157530393e+00,-1.534251044394636887e+00,3.085085845163560592e+01
2.038134641819854265e-01,-2.757012379464608975e-01,-3.538188452484692381e-01,4.305629688202313510e+00,-1.660154467749680007e+00,2.995205150703466757e+01
6.166394368004710635e-01,-2.856128276022469326e-01,-3.443702113296456258e-01,3.709051272607114313e+00,-1.727601032288068383e+00,2.908175018970860393e+01
8.983019187749017309e-01,-2.954713771682689893e-01,-3.351679750436568628e-01,3.165386042117595888e+00,-1.750447691143004469e+00,2.824206230407542151e+01
3.471512097008800368e-01,-3.052798745673024894e-01,-3.262118040965228949e-01,2.673802668791536163e+00,-1.740605420618005938e+00,2.743343807553571878e+01
8.612215397555635921e-01,-3.150375843868109538e-01,-3.175028754955289134e-01,2.232361859850581887e+00,-1.708050618555143396e+00,2.665524792787156727e+01
4.541721970231551997e-01,-3.247402369121153987e-01,-3.090439447097565462e-01,1.838320612010009292e+00,-1.660950380001846360e+00,2.590622259507966518e+01
9.420192874023989305e-01,-3.343801971153169683e-01,-3.008393102898030413e-01,1.488393512808823704e+00,-1.605850534597569101e+00,2.518477004527805718e+01
2.075520083442466968e-01,-3.439466084639646315e-01,-2.928946929521364373e-01,1.178969108068184335e+00,-1.547890329234861140e+00,2.448919085298813414e+01
6.250018542707624913e-01,-3.534255072502891504e-01,-2.852170329832420248e-01,9.062831643378798097e-01,-1.491020070656010388e+00,2.381781498413048581e+01
8.906232384297099181e-01,-3.627999073337846991e-01,-2.778142247009569021e-01,6.665528408384907566e-01,-1.438207431249163282e+00,2.316908099462647286e+01
3.701712452750067772e-01,-3.720498559371850367e-01,-2.706947904385913484e-01,4.560768136297253528e-01,-1.391624729067747923e+00,2.254157519200964188e+01
8.859490788969186514e-01,-3.811524645750283269e-01,-2.638675031765105317e-01,2.713066593599780529e-01,-1.352813871838413506e+00,2.193404450391673066e+01
3.839645722947562234e-01,-3.900819216384487920e-01,-2.573409600784929974e-01,1.088946062401388859e-01,-1.322828391905342960e+00,2.134539326287422867e+01
8.988359621655922505e-01,-3.988094965963432936e-01,-2.511231083027178901e-01,-3.427769357440929587e-02,-1.302353600183066673e+00,2.077467113578477509e+01
3.455335260770957539e-01,-4.073035516579016635e-01,-2.452207249893196273e-01,-1.610852842352750169e-01,-1.291806740269054954e+00,2.022105707336972102e+01
8.593324120485339446e-01,-4.155295777650376277e-01,-2.396388451882538184e-01,-2.741574298386529884e-01,-1.291419405190226577e+00,1.968384239178228512e+01
4.593448270752539253e-01,-4.234502858589864749e-01,-2.343801458003882399e-01,-3.758836273738103695e-01,-1.301304575098345628e+00,1.916241483744315843e+01
9.437191962749441609e-01,-4.310257853708499010e-01,-2.294442851134435302e-01,-4.684257221462638787e-01,-1.321510565028630513e+00,1.865624462456861110e+01
2.018304444570467870e-01,-4.382138948726281291e-01,-2.248272139473120601e-01,-5.537342064345005532e-01,-1.352064012971289086e+00,1.816487287583884225e+01
6.121606813598073904e-01,-4.449706340477939115e-01,-2.205204809803007204e-01,-6.335671870881793843e-01,-1.393003835974374383e+00,1.768790255717293292e+01
9.021959299162342072e-01,-4.512509526295723217e-01,-2.165105780078049047e-01,-7.095108519767988620e-01,-1.444407863312942242e+00,1.722499181119274425e+01
3.353060490434993657e-01,-4.570097462871653970e-01,-2.127783899652685162e-01,-7.830005531104131666e-01,-1.506413637080789014e+00,1.677584951012524428e+01
8.469284295696833942e-01,-4.622031929741665657e-01,-2.092988400597334264e-01,-8.553418615074507292e-01,-1.579234661127645545e+00,1.634023283080067657e+01
4.926345260739902199e-01,-4.667904073531857767e-01,-2.060408386130218872e-01,-9.277311414694702218e-01,-1.663173184068833077e+00,1.591794667635128313e+01
9.497938492166121405e-01,-4.707353560123521130e-01,-2.029676534933732845e-01,-1.001275345729406574e+00,-1.758630423440580959e+00,1.550884481405817006e+01
1.812048741862335999e-01,-4.740089004240592430e-01,-2.000377938187999916e-01,-1.077010853500524057e+00,-1.866114976479810839e+00,1.511283265571964662e+01
5.638047374780624788e-01,-4.765907599608351641e-01,-1.972064463275451651e-01,-1.155921265798452779e+00,-1.986250017721687300e+00,1.472987166962709082e+01
9.345300308063511086e-01,-4.784711316350279686e-01,-1.944274132967340751e-01,-1.238954140990776276e+00,-2.119779752913995896e+00,1.435998547854490681e+01
2.324978788442399191e-01,-4.796516974279086964e-01,-1.916553887928728328e-01,-1.327036702183098216e+00,-2.267575480130167076e+00,1.400326776486072688e+01
6.780819376732424297e-01,-4.801458141329000839e-01,-1.888483156802055751e-01,-1.421090579977805080e+00,-2.430641499195456134e+00,1.365989217244292320e+01
8.294899292032649196e-01,-4.799778083415154328e-01,-1.859695189111357227e-01,-1.522045671899570074e+00,-2.610121005699574948e+00,1.333012446558196906e+01
5.374582689037843419e-01,-4.791814578156320947e-01,-1.829893395419882052e-01,-1.630853205279570561e+00,-2.807302001287242721e+00,1.301433727988348998e+01
9.446681367447806732e-01,-4.777978824463841589e-01,-1.798860871533482786e-01,-1.748498084880337755e+00,-3.023623142077775938e+00,1.271302787929886868e+01
1.986269430229151145e-01,-4.758731469123030355e-01,-1.766462658253439566e-01,-1.876010590600081684e+00,-3.260679325423648578e+00,1.242683941849119655e+01
6.048622660074896018e-01,-4.734558799985711386e-01,-1.732641528658889762e-01,-2.014477464082438551e+00,-3.520226673969674369e+00,1.215658630067049195e+01
9.082148396375430144e-01,-4.705951528835823350e-01,-1.697408963640280044e-01,-2.165052385071162266e+00,-3.804186405744320432e+00,1.190328431706334733e+01
3.167704498588411188e-01,-4.673387636267736234e-01,-1.660833289865362994e-01,-2.328965787138478127e+00,-4.114646868498421206e+00,1.166818635283738814e+01
8.224223414292604062e-01,-4.637319811507366607e-01,-1.623026800584102536e-01,-2.507533895274472346e+00,-4.453862752075067100e+00,1.145282454063610800e+01
5.549665682396389688e-01,-4.598167275121931019e-01,-1.584133271388749598e-01,-2.702166780954531777e+00,-4.824250157908405612e+00,1.125905982829462992e+01
9.385189702286370617e-01,-4.556311344325415513e-01,-1.544316768747770463e-01,-2.914375118649918939e+00,-5.228375780468616618e+00,1.108913998787116029e+01
2.192642284485397108e-01,-4.512093919397846542e-01,-1.503752201955024514e-01,-3.145775184831788529e+00,-5.668937919207132303e+00,1.094576710725013236e+01
6.505122209713438686e-01,-4.465818057018127729e-01,-1.462617735752077264e-01,-3.398091458269322906e+00,-6.148736366318606983e+00,1.083217554080570899e+01
8.639150710854387460e-01,-4.417749946640324166e-01,-1.421088947736540709e-01,-3.673155949074251581e+00,-6.670627379173973637e+00,1.075222110438779310e+01
4.467501199401442413e-01,-4.368121699724941687e-01,-1.379334521440273020e-01,-3.972903092084223875e+00,-7.237458921969587067e+00,1.071048191395247606e+01
9.392249110397216105e-01,-4.317134545404059387e-01,-1.337513207313531793e-01,-4.299358675072760150e+00,-7.851980131396934404e+00,1.071237059060661956e+01
2.169096145841648282e-01,-4.264962145905306090e-01,-1.295771792105945563e-01,-4.654620820705178019e+00,-8.516717524810148987e+00,1.076425645589934454e+01
6.454673680034328509e-01,-4.211753842583504936e-01,-1.254243843975826889e-01,-5.040830491115674938e+00,-9.233808857169105266e+00,1.087359464337096959e+01
8.695891304153845480e-01,-4.157637724092835829e-01,-1.213049035881963028e-01,-5.460128327721017527e+00,-1.000478383184643860e+01,1.104905652659578585e+01
4.309347237794395324e-01,-4.102723457421717512e-01,-1.172292890548056743e-01,-5.914593878133559635e+00,-1.083027925993529550e+01,1.130065222516137524e+01
9.318739529581950842e-01,-4.047104849126967330e-01,-1.132066820205064328e-01,-6.406162416313732955e+00,-1.170967506851478035e+01,1.163983086440922321e+01
2.412425772737982477e-01,-3.990862153476693597e-01,-1.092448366933143067e-01,-6.936513681533837961e+00,-1.264063732423920783e+01,1.207953737856708187e+01
6.955694654995561166e-01,-3.934064136541267631e-01,-1.053501576017330799e-01,-7.506926045804375391e+00,-1.361855601889599043e+01,1.263419565410962342e+01
8.046598198240281219e-01,-3.876769901265205709e-01,-1.015277447715725728e-01,-8.118089043113537073e+00,-1.463587002729601494e+01,1.331957658485948315e+01
5.972930979022046394e-01,-3.819030520865640543e-01,-9.778144341686539898e-02,-8.769867141531785038e+00,-1.568128117177025160e+01,1.415249643839153748e+01
9.140294017822496730e-01,-3.760890488629191619e-01,-9.411389562406212439e-02,-9.461008544555632227e+00,-1.673887602482449211e+01,1.515027688323392496e+01
2.986026869473633605e-01,-3.702389015707512887e-01,-9.052659241379404365e-02,-1.018879529258251893e+01,-1.778720066660522647e+01,1.632988548972929621e+01
7.958686647216773880e-01,-3.643561197266325102e-01,-8.701992535466261669e-02,-1.094863582998478968e+01,-1.879837273780062645e+01,1.770666890791949655e+01
6.173545862960843067e-01,-3.584439066829619436e-01,-8.359323723902449543e-02,-1.173360952076637354e+01,-1.973736834646911120e+01,1.929259742117021403e+01
8.976660240860446782e-01,-3.525052557186939550e-01,-8.024487179839948081e-02,-1.253398540333664712e+01,-2.056168728100544740e+01,2.109396957939763340e+01
3.490745864928698206e-01,-3.465430382394658615e-01,-7.697222265793261797e-02,-1.333675559110352715e+01,-2.122167125306368263e+01,2.310859229319605035e+01
8.634417743192667194e-01,-3.405600854327189841e-01,-7.377178195983941089e-02,-1.412524715729954217e+01,-2.166180963135388993e+01,2.532256856410509371e+01
4.480582913827201308e-01,-3.345592646247845803e-01,-7.063918927867973707e-02,-1.487890340470497641e+01,-2.182338534282774134e+01,2.770699980967286535e+01
9.397478238424868957e-01,-3.285435508360285972e-01,-6.756928142000752369e-02,-1.557335159851725237e+01,-2.164874670469384199e+01,3.021513454954477496e+01
2.151630354180290305e-01,-3.225160945720638161e-01,-6.455614400432001243e-02,-1.618089110913491169e+01,-2.108728854586606616e+01,3.278073235210280245e+01
6.416980337093702857e-01,-3.164802861254171762e-01,-6.159316562647365600e-02,-1.667153085280802571e+01,-2.010285056429446726e+01,3.531858141774788606e+01
8.737023355230130184e-01,-3.104398167652681062e-01,-5.867309549705677224e-02,-1.701466282395666951e+01,-1.868170249960380858e+01,3.772808778545679331e+01
4.193169448136525035e-01,-3.043987369039978796e-01,-5.578810547056561875e-02,-1.718136679152138413e+01,-1.683968413869378367e+01,3.990050837430093367e+01
9.252629295020279310e-01,-2.983615111434562706e-01,-5.292985737304129606e-02,-1.714719852623862550e+01,-1.462661730346248312e+01,4.172964971436095283e+01
2.627754750071422118e-01,-2.923330699467742155e-01,-5.008957650818927909e-02,-1.689514040396101180e+01,-1.212610083694923091e+01,4.312477506317682696e+01
7.361531940192692636e-01,-2.863188576019139453e-01,-4.725813222725248897e-02,-1.641823644725983300e+01,-9.449487845872731384e+00,4.402335907417036509e+01
7.380803420270900528e-01,-2.803248756209294479e-01,-4.442612604571594126e-02,-1.572136158712112319e+01,-6.724239987823249720e+00,4.440069534525270711e+01
7.346074528130025483e-01,-2.743577211342462796e-01,-4.158398827819373422e-02,-1.482164942719133549e+01,-4.078584969915696412e+00,4.427367088286629837e+01
7.408455037214601857e-01,-2.684246189468461052e-01,-3.872208323193436497e-02,-1.374734298146377220e+01,-1.625772673023183845e+00,4.369740564625127632e+01
7.295750846811931423e-01,-2.625334464234524989e-01,-3.583082342510507390e-02,-1.253518595061971297e+01,5.484612470888703406e-01,4.275549638312516265e+01
7.497220658757673961e-01,-2.566927501880202911e-01,-3.290079240996101467e-02,-1.122682123084885397e+01,2.392605544179687183e+00,4.154645665739753468e+01
7.130277812960077455e-01,-2.509117524008924183e-01,-2.992287620381686372e-02,-9.864878553345999279e+00,3.889515960778334946e+00,4.016979911114031410e+01
7.775528247051811670e-01,-2.452003469479251963e-01,-2.688840184265377589e-02,-8.489439101933566434e+00,5.051156703670724113e+00,3.871477454300241305e+01
6.572648320930648547e-01,-2.395690820862110271e-01,-2.378928250262299718e-02,-7.135379521373137024e+00,5.910269396371687023e+00,3.725343663363917557e+01
8.560175358296123749e-01,-2.340291303419374525e-01,-2.061816675348926778e-02,-5.830814629598654264e+00,6.511434524987899763e+00,3.583816732645333047e+01
4.683557538908804663e-01,-2.285922433079154437e-01,-1.736859001252526180e-02,-4.596589714139998506e+00,6.903349186901283296e+00,3.450269372697708548e+01
9.461948384151047664e-01,-2.232706904467240683e-01,-1.403512555589921801e-02,-3.446595824035870059e+00,7.133217846028525599e+00,3.326518824662233698e+01
1.934586314525304773e-01,-2.180771830639203213e-01,-1.061353113601609839e-02,-2.388614457029430316e+00,7.243355425803953196e+00,3.213215248768431564e+01
5.929230796023688965e-01,-2.130247805601941380e-01,-7.100888682022299392e-03,-1.425417468746092098e+00,7.269623063253242812e+00,3.110217214596299584e+01
9.171881448534048298e-01,-2.081267817931735931e-01,-3.495731784816327563e-03,-5.559134155461584736e-01,7.241145736299842817e+00,3.016905473777455526e+01
2.886253968163431383e-01,-2.033966029330458170e-01,2.018421477223892083e-04,2.237924996384416110e-01,7.180792345214673134e+00,2.932419154733076994e+01
7.802189530900160985e-01,-1.988476413215712335e-01,3.990079678738738499e-03,9.194924841960647743e-01,7.106020980398754183e+00,2.855818543344665983e+01
6.516138856507143196e-01,-1.944931289980530165e-01,7.865503172339794596e-03,1.538145333816333782e+00,7.029828297486347743e+00,2.786187795677679802e+01
8.626502727759900457e-01,-1.903459796823946393e-01,1.182286951075407419e-02,2.087313630183335267e+00,6.961654532274293317e+00,2.722693064760264647e+01
4.502421626909000052e-01,-1.864186315455397536e-01,1.585515917170977548e-02,2.574747720392430939e+00,6.908174368914909991e+00,2.664609997116951945e+01
9.405917989800203216e-01,-1.827228905979685902e-01,1.995359742174204754e-02,3.008090385244678977e+00,6.873952135354466364e+00,2.611331654702279792e+01
2.123396933518875707e-01,-1.792697786031038631e-01,2.410770823620390219e-02,3.394676560255657893e+00,6.861965757549930878e+00,2.562364908798361895e+01
6.355558823206328700e-01,-1.760693900990046579e-01,2.830540095501654294e-02,3.741405479985085325e+00,6.874015527374073287e+00,2.517320790995141166e+01
8.801734905194439351e-01,-1.731307630385781615e-01,3.253308788179260641e-02,4.054666484723983721e+00,6.911037126265195063e+00,2.475902324862920523e+01
4.007788450037966244e-01,-1.704617663626641910e-01,3.677583019090086697e-02,4.340303548878105211e+00,6.973337553118070353e+00,2.437891960469377040e+01
9.125896171246336008e-01,-1.680690083328185147e-01,4.101750807710124319e-02,4.603606949302101903e+00,7.060770058492095380e+00,2.403139783612981972e+01
3.031252697956033360e-01,-1.659577680042957915e-01,4.524101038575405187e-02,4.849323260221101606e+00,7.172861202913255241e+00,2.371553055692722012e+01
8.027132943063949311e-01,-1.641319514637318011e-01,4.942843818057105626e-02,5.081677054490317147e+00,7.308900364164117036e+00,2.343087258371021875e+01
6.017857135106456923e-01,-1.625940736987308288e-01,5.356131622386568064e-02,5.304399385457696958e+00,7.467999660026499953e+00,2.317738592464395353e+01
9.106307403954893021e-01,-1.613452657595662032e-01,5.762080648134711158e-02,5.520759412914577169e+00,7.649130374802417087e+00,2.295537757010612623e+01
3.092531011605585967e-01,-1.603853062118066053e-01,6.158791754807121238e-02,5.733596509103360717e+00,7.851140538698759386e+00,2.276544773548440759e+01
8.117393582159163623e-01,-1.597126748581072786e-01,6.544370492714743359e-02,5.945350912062900228e+00,8.072757239217228431e+00,2.260844596423066832e+01
5.807105756486885539e-01,-1.593246262769012489e-01,6.916945721070903719e-02,6.158091544778333315e+00,8.312576473865032511e+00,2.248543245651506339e+01
9.252460513181378632e-01,-1.592172801425226214e-01,7.274686423552820247e-02,6.373540037687003057e+00,8.569042826752818698e+00,2.239764204189012275e+01
2.628300241856603159e-01,-1.593857250123319469e-01,7.615816459999084909e-02,6.593090316593584355e+00,8.840420925999968205e+00,2.234644830404254989e+01
7.362515297744569587e-01,-1.598241322514837859e-01,7.938626993784256292e-02,6.817823377534223184e+00,9.124760486149751770e+00,2.233332546379195094e+01
7.379038157810697829e-01,-1.605258767124504438e-01,8.241486519077906303e-02,7.048517088395776398e+00,9.419856742546626194e+00,2.235980572724134419e+01
7.349267428598658114e-01,-1.614836610658564042e-01,8.522848437889569972e-02,7.285651053810861200e+00,9.723208232255274197e+00,2.242742992069661767e+01
7.402758168591669907e-01,-1.626896408270339656e-01,8.781256189684970292e-02,7.529406771655302144e+00,1.003197416063983738e+01,2.253768938774916819e+01
7.306166209641080656e-01,-1.641355477892207926e-01,9.015346099443585781e-02,7.779663510553755934e+00,1.034293400416109954e+01,2.269195735355982535e+01
7.479007017133681989e-01,-1.658128094039072742e-01,9.223847948390150042e-02,8.035990559914489850e+00,1.065245252100922713e+01,2.289140831358276174e+01
7.164719199420745976e-01,-1.677126626103072060e-01,9.405583523362910647e-02,8.297636756023964111e+00,1.095645394146420060e+01,2.313692453284718553e+01
7.719316499310497903e-01,-1.698262606050635060e-01,9.559463262593109745e-02,8.563518474567988648e+00,1.125040973948521561e+01,2.342898950495992239e+01
6.690020755099524985e-01,-1.721447715539448364e-01,9.684481194402959348e-02,8.832207601059710811e+00,1.152934497030756233e+01,2.376756927136805331e+01
8.414655341986475579e-01,-1.746594682939051901e-01,9.779708293649712336e-02,9.101921337984496319e+00,1.178786858912830482e+01,2.415198388172056809e+01
5.069248980268424853e-01,-1.773618087143569166e-01,9.844284481053094948e-02,9.370516063098877524e+00,1.202023330339578067e+01,2.458077299800252291e+01
9.498177739918077789e-01,-1.802435060829269964e-01,9.877409336796211248e-02,9.635487787128568016e+00,1.222043018581781126e+01,2.505156167466245876e+01
1.811230867640087616e-01,-1.832965893157094961e-01,9.878331718159698294e-02,9.893982026997491630e+00,1.238232229870854972e+01,2.556093458288825815e+01
5.636065539793271295e-01,-1.865134526458484820e-01,9.846338344853376723e-02,1.014281605416859833e+01,1.249981976971721132e+01,2.610432920032175375e+01
9.346259839053246976e-01,-1.898868945660056873e-01,9.780741476287996283e-02,1.037851642572345945e+01,1.256709597422399050e+01,2.667596046689418898e+01
2.321809656344480388e-01,-1.934101456984848033e-01,9.680865756560932955e-02,1.059737438057351255e+01,1.257884067490820890e+01,2.726879072116338776e+01
6.774372663597125754e-01,-1.970768849535588507e-01,9.546034290101264308e-02,1.079552101000698272e+01,1.253054125294293364e+01,2.787455891168584188e+01
8.303608627258111108e-01,-2.008812441561571294e-01,9.375554064862276493e-02,1.096902303430057835e+01,1.241877785945763968e+01,2.848388163914022542e+01
5.352744614404195689e-01,-2.048177988462889787e-01,9.168700699890428019e-02,1.111399851681628448e+01,1.224151299240702073e+01,2.908643511980688601e+01
9.452717070063356708e-01,-2.088815463239376002e-01,8.924702723679411864e-02,1.122674996437535810e+01,1.199835147938144253e+01,2.967122146757362700e+01
1.965858063707230374e-01,-2.130678684992516336e-01,8.642725388754844695e-02,1.130391011587596672e+01,1.169074410907217221e+01,3.022691491147052645e+01
6.001713429963233537e-01,-2.173724788516054884e-01,8.321854189510083377e-02,1.134259351519558656e+01,1.132210820803178386e+01,3.074227429674819234e+01
9.118696677607892598e-01,-2.217913521259693432e-01,7.961078223424589151e-02,1.134054498447920700e+01,1.089784209939963056e+01,3.120659855264155880e+01
3.053808317587448640e-01,-2.263206347652670092e-01,7.559273589883218347e-02,1.129627469597124900e+01,1.042521792707165851e+01,3.161019325486253706e+01
8.060688415417117669e-01,-2.309565353062852655e-01,7.115187103313194705e-02,1.120916901908129049e+01,9.913148400676243810e+00,3.194481065545100762e+01
5.940230841017952734e-01,-2.356951921807414474e-01,6.627420571348441314e-02,1.107956695724078600e+01,9.371836422817249712e+00,3.220402411461428471e+01
9.164067066927495953e-01,-2.405325178161513144e-01,6.094416097670234816e-02,1.090879390379843272e+01,8.812330391911839200e+00,3.238350168306664045e+01
2.911007275609339695e-01,-2.454640175332360452e-01,5.514442735573069770e-02,1.069914755260977302e+01,8.246019923617446068e+00,3.248115265375470528e+01
7.841721571028296145e-01,-2.504845812933042537e-01,4.885585188790680239e-02,1.045383478971054103e+01,7.684114589898367598e+00,3.249713415132449512e+01
6.431355034845939178e-01,-2.555882487470103603e-01,4.205734958386984912e-02,1.017686276972932369e+01,7.137150469548269704e+00,3.243372022778869024e+01
8.721464650404047170e-01,-2.607679451136319382e-01,3.472584874392413423e-02,9.872891539711218911e+00,6.614565341677002053e+00,3.229505091826858632e+01
4.237266325201370920e-01,-2.660151906198588434e-01,2.683627519829722211e-02,9.547058919907797758e+00,6.124373969524203432e+00,3.208679077228546106e+01
9.278930189704708287e-01,-2.713197819720702397e-01,1.836158628523056058e-02,9.204790424869438326e+00,5.672961906865514159e+00,3.181573365373457918e+01
2.542487444020778975e-01,-2.766694500349906050e-01,9.272861621882811170e-03,8.851607573069045998e+00,5.265002001799377496e+00,3.148939229159912401e+01
7.205040174137701259e-01,-2.820494957480165765e-01,-4.605395918784888098e-04,8.492947015942078792e+00,4.903484669444107880e+00,3.111560751509568590e+01
7.652363175566735398e-01,-2.874424080366812517e-01,-1.087074415043611658e-02,8.134000781292280990e+00,4.589842927267881123e+00,3.070220461757881480e+01
6.826688442261066303e-01,-2.928274722724904522e-01,-2.199104847288065392e-02,7.779584995889840648e+00,4.324147153289225720e+00,3.025671467999204722e+01
8.232019547265738701e-01,-2.981803707423617555e-01,-3.385550502444476667e-02,7.434041211629779156e+00,4.105342645111628386e+00,2.978616880261414579e+01
5.530538865515023383e-01,-3.034727910656984662e-01,-4.649841424845493898e-02,7.101171354977964256e+00,3.931504693764902747e+00,2.929696454476463785e+01
9.393040834627651714e-01,-3.086720424291426457e-01,-5.995370452946195000e-02,6.784204688856657839e+00,3.800089972090206825e+00,2.879479738548901224e+01
2.166453045611714257e-01,-3.137406992773614234e-01,-7.425420840235721909e-02,6.485793217180012782e+00,3.708168390876048992e+00,2.828464602128533656e+01
6.448984429765211024e-01,-3.186362742029125172e-01,-8.943082195370596899e-02,6.208030734549616625e+00,3.652625154625791737e+00,2.777079864587470936e+01
8.702168766473233896e-01,-3.233109368334350364e-01,-1.055115551911413041e-01,5.952490176557233781e+00,3.630327793587635909e+00,2.725690753820629197e+01
4.291699641329019821e-01,-3.277112859149771684e-01,-1.225204720416054466e-01,5.720273938260273638e+00,3.638257021442766970e+00,2.674606071945246200e+01
9.309358028724492584e-01,-3.317781818625941681e-01,-1.404765180329245466e-01,5.512072246578522794e+00,3.673603213095108622e+00,2.624086154826918005e+01
2.443184684501746862e-01,-3.354466523877714379e-01,-1.593922468694197736e-01,5.328225343230181821e+00,3.733832163340903065e+00,2.574350943393527302e+01
7.015824268124756236e-01,-3.386458741346737855e-01,-1.792724443703209436e-01,5.168786025241254301e+00,3.816724743916152907e+00,2.525587702893302833e+01
7.955851957614930026e-01,-3.412992351103246724e-01,-2.001126438111238970e-01,5.033579897108744206e+00,3.920395341120936017e+00,2.477958112375684863e+01
6.179916897772314011e-01,-3.433244867405389478e-01,-2.218975363437037662e-01,4.922261441509963475e+00,4.043293744866997663e+00,2.431604592696410450e+01
8.970962523453516191e-01,-3.446339850381616721e-01,-2.445992596456594559e-01,4.834364671845666983e+00,4.184194658278309831e+00,2.386655847106254313e+01
3.507953522184519279e-01,-3.451350369484819658e-01,-2.681755470399090346e-01,4.769347670488931712e+00,4.342178348701876800e+00,2.343231658500036474e+01
8.654042977054597907e-01,-3.447303626903896467e-01,-2.925677102797573648e-01,4.726630738310226398e+00,4.516605267763452503e+00,2.301447028360069424e+01
4.426228570298428866e-01,-3.433187051093701814e-01,-3.176984162473533435e-01,4.705628191255549098e+00,4.707086795128738288e+00,2.261415761405131164e+01
9.374898811654120978e-01,-3.407956337509124856e-01,-3.434692143718934276e-01,4.705774051642867661e+00,4.913453644827242783e+00,2.223253603370300979e+01
2.226898947359196856e-01,-3.370546279755952113e-01,-3.697577788717664182e-01,4.726542010961304996e+00,5.135722931142826297e+00,2.187081032434193162e+01
6.577766009700137806e-01,-3.319885599263152631e-01,-3.964148423083412309e-01,4.767460102979456771e+00,5.374064426782879877e+00,2.153025791489877250e+01
8.554048679081263096e-01,-3.254917655164799584e-01,-4.232608577148631035e-01,4.828120535359799348e+00,5.628766155187923559e+00,2.121225231376370601e+01
4.700120434953876658e-01,-3.174629624905054293e-01,-4.500825338984397739e-01,4.908185097342611769e+00,5.900199133563628351e+00,2.091828515918163944e+01
9.465827453657744694e-01,-3.078093498740849809e-01,-4.766295869492179760e-01,5.007386500964713605e+00,6.188780814681338782e+00,2.064998718857337323e+01
1.921426358579577942e-01,-2.964522719818384333e-01,-5.026123664875842278e-01,5.125525932336375767e+00,6.494936555873079165e+00,2.040914820534277041e+01
5.898506047053532209e-01,-2.833347865721174141e-01,-5.277014809278334218e-01,5.262466994690045752e+00,6.819058267534725992e+00,2.019773588016634847e+01
9.193221015695129950e-01,-2.684312335347887601e-01,-5.515310709244548582e-01,5.418126121974514042e+00,7.161459259004168132e+00,2.001791295492001055e+01
2.818421055142427134e-01,-2.517583368141864120e-01,-5.737078076318732345e-01,5.592459435677479718e+00,7.522324209682349050e+00,1.987205211123896120e+01
7.691471056794565442e-01,-2.333864158644539111e-01,-5.938275628068143686e-01,5.785445913077966296e+00,7.901653156217490981e+00,1.976274741147884839e+01
6.747273749166114998e-01,-2.134481039003414404e-01,-6.115004779584570782e-01,5.997066637391919031e+00,8.299198417887822643e+00,1.969282080760669018e+01
8.339873089280495089e-01,-1.921411603477589103e-01,-6.263824904266529492e-01,6.227279815441509214e+00,8.714393505564327569e+00,1.966532173615792800e+01
5.261194144049985422e-01,-1.697224152538195086e-01,-6.382079131895330715e-01,6.475991184453791405e+00,9.146273307714912093e+00,1.968351727326474787e+01
9.474075495263318825e-01,-1.464921238806153603e-01,-6.468152719813573537e-01,6.743019396779903474e+00,9.593385262877760056e+00,1.975086972070044666e+01
1.893406415820029498e-01,-1.227713550948230925e-01,-6.521593930013723783e-01,7.028055983389688954e+00,1.005369186504779577e+01,1.987099785433303722e+01
5.832648995038101081e-01,-9.887761032762616698e-02,-6.543070504625817518e-01,7.330619571555499370e+00,1.052446576808574008e+01,2.004761743423102871e+01
9.236544347403574662e-01,-7.510406296277746807e-02,-6.534189891854149668e-01,7.650004191208523707e+00,1.100218002317610910e+01,2.028445602465703956e+01
2.679642957143471560e-01,-5.170571683448597217e-02,-6.497246783400523196e-01,7.985221774405282247e+00,1.148239766043262122e+01,2.058513681537671403e+01
7.454058413593122046e-01,-2.889297051420159149e-02,-6.434963575959543602e-01,8.334939363008016855e+00,1.195966695338919550e+01,2.095302613471528730e+01
7.211486975015667378e-01,-6.831072399600752326e-03,-6.350267938646940724e-01,8.697412122046134897e+00,1.242743128245380646e+01,2.139103991628512702e+01
7.641543636547699636e-01,1.435673764370566478e-02,-6.246125262814282708e-01,9.070414038086902053e+00,1.287796546509147610e+01,2.190140579653689201e+01
6.848453942161454311e-01,3.458434502348125411e-02,-6.125424621108971346e-01,9.451169180787360347e+00,1.330235355519743301e+01,2.248538009130889392e+01
8.201622849008954885e-01,5.379745169468064248e-02,-5.990907661002662365e-01,9.836287618228368501e+00,1.369052607689323686e+01,2.314292294380187798e+01
5.604852230427437298e-01,7.196855399166200706e-02,-5.845127976822482863e-01,1.022171146409485587e+01,1.403137688521093196e+01,2.387234071026245630e+01
9.360978436151842219e-01,8.909249249752272670e-02,-5.690430302010173191e-01,1.060267800620646383e+01,1.431298053917670110e+01,2.466991224316571873e+01
2.273109490179080483e-01,1.051826145183526601e-01,-5.528941776940982100e-01,1.097370825950348738e+01,1.452292921596617603e+01,2.552952492330038936e+01
6.674345896030470238e-01,1.202674762234238609e-01,-5.362570263090504774e-01,1.132863035514975714e+01,1.464880265134727466e+01,2.644235637649029513e+01
