ylogistic,xdpend,ydpend,xlorenz,ylorenz,zlorenz
6.564455420842704170e-01,3.045745306607204259e-02,-4.945412901943911366e-01,1.497571535505199392e-01,-2.269118272305754136e+00,2.353441202576329516e+01
8.569942109754432602e-01,3.978546736194690792e-02,-4.845305396221538663e-01,-9.213038903510747946e-02,-2.239739552143185541e+00,2.290335109010088743e+01
4.657095066540786754e-01,4.908456479620485619e-02,-4.747630555044468625e-01,-3.068913053459153550e-01,-2.222037719090197427e+00,2.229458219729065860e+01
9.455318158511546445e-01,5.833896246090782695e-02,-4.652503527912961179e-01,-4.984059467203435512e-01,-2.217326773069468349e+00,2.170680493065031058e+01
1.957053240446167408e-01,6.753686620975245247e-02,-4.560011375327640004e-01,-6.702980293552560642e-01,-2.226519163803124091e+00,2.113893573164506634e+01
5.981380507037914462e-01,7.667035646154643502e-02,-4.470215926517221994e-01,-8.259201428000428891e-01,-2.250243550748673549e+00,2.059008462976028042e+01
9.134019074154282603e-01,8.573524187123236773e-02,-4.383155584622145384e-01,-9.683524835949059995e-01,-2.288941098848432887e+00,2.005953228743226546e+01
3.005756791920855542e-01,9.473087715716502211e-02,-4.298846244220366208e-01,-1.100411345120258622e+00,-2.342943404163649657e+00,1.954670957930516906e+01
7.988737730271477933e-01,1.036599421797057829e-01,-4.217281476497840575e-01,-1.224664551024597703e+00,-2.412534936947303255e+00,1.905118084985426208e+01
6.105629776267643694e-01,1.125281805832532012e-01,-4.138432140467485643e-01,-1.343451589616868169e+00,-2.498002603444965608e+00,1.857263131674252676e+01
9.035481463175536465e-01,1.213440976136857530e-01,-4.062245577849436518e-01,-1.458906690999677958e+00,-2.599674711844781161e+00,1.811085869520965730e+01
3.311657956939319525e-01,1.301186181586545532e-01,-3.988644550834617997e-01,-1.572983493084188389e+00,-2.717951308904332564e+00,1.766576892212374617e+01
8.416810435340800201e-01,1.388647074112240309e-01,-3.917526080571556157e-01,-1.687480274666202762e+00,-2.853327544807458871e+00,1.723737579040983547e+01
5.063654450599559542e-01,1.475969582175843120e-01,-3.848760340149405823e-01,-1.804065001680328351e+00,-3.006411429932667634e+00,1.682580431756984751e+01
9.498460282149169265e-01,1.563311503051610096e-01,-3.782189748625948700e-01,-1.924299644505562235e+00,-3.177937069159337824e+00,1.643129773283419226e+01
1.810264934172038098e-01,1.650837881289511366e-01,-3.717628399644728465e-01,-2.049663386970939971e+00,-3.368774195068723110e+00,1.605422805402394815e+01
5.633724279734445561e-01,1.738716251731304563e-01,-3.654861941238636280e-01,-2.181574467780718507e+00,-3.579934566985753186e+00,1.569511032308917819e+01
9.347389544164521613e-01,1.827111836459333338e-01,-3.593648003258216317e-01,-2.321410477701221886e+00,-3.812575552795967493e+00,1.535462066924900704e+01
2.318077577489817409e-01,1.916182791765142501e-01,-3.533717241245082907e-01,-2.470526985210696580e+00,-4.068000957997125688e+00,1.503361846435301707e+01
6.766771005462102195e-01,2.006075607501220659e-01,-3.474775038671470972e-01,-2.630274382489339313e+00,-4.347658903260690266e+00,1.473317292133467049e+01
8.313837681418204673e-01,2.096920761245414655e-01,-3.416503877295887226e-01,-2.802012834566474542e+00,-4.653136268247376250e+00,1.445459455789315761e+01
5.327022332060871168e-01,2.188828726521646340e-01,-3.358566353632757573e-01,-2.987125177934564668e+00,-4.986148904546801930e+00,1.419947199648030534e+01
9.459361429846717684e-01,2.281886427337265488e-01,-3.300608787514952569e-01,-3.187027550595788572e+00,-5.348526462182380925e+00,1.396971458767120211e+01
1.943356342438266049e-01,2.376154217607002184e-01,-3.242265341090793118e-01,-3.403177441754447585e+00,-5.742190259078697956e+00,1.376760131151866950e+01
5.949633229261297451e-01,2.471663450336746282e-01,-3.183162539781710931e-01,-3.637078723486872445e+00,-6.169122138074863315e+00,1.359583630810005417e+01
9.157314757355449197e-01,2.568414674998572567e-01,-3.122924068691454447e-01,-3.890283064945671665e+00,-6.631321689628428828e+00,1.345761118247286525e+01
2.932358923144348650e-01,2.666376489358180946e-01,-3.061175703971076856e-01,-4.164386927413947781e+00,-7.130748562138956359e+00,1.335667387690999774e+01
7.875446943373696218e-01,2.765485038104940063e-01,-2.997550234481174969e-01,-4.461023090886448550e+00,-7.669245835326118588e+00,1.329740334556128012e+01
6.358085852820289929e-01,2.865644128309053906e-01,-2.931692231085702427e-01,-4.781845365330415376e+00,-8.248439608687267111e+00,1.328488842594590658e+01
8.799129070220366167e-01,2.966725916294241649e-01,-2.863262531034791447e-01,-5.128504789666100905e+00,-8.869609093407499145e+00,1.332500807876601989e+01
4.015314956966483662e-01,3.068572090380105588e-01,-2.791942323162083239e-01,-5.502615220040240729e+00,-9.533520666037022195e+00,1.342450844048539338e+01
9.131550239089910592e-01,3.170995462719928271e-01,-2.717436740106514703e-01,-5.905705764639918698e+00,-1.024021867632618310e+01,1.359106975955268304e+01
3.013511196312919083e-01,3.273781872472170673e-01,-2.639477892471895348e-01,-6.339157055808545493e+00,-1.098876551339596297e+01,1.383335311374494125e+01
8.000467648473830184e-01,3.376692291072680985e-01,-2.557827310607948545e-01,-6.804117901567287241e+00,-1.177692385392352215e+01,1.416101269059005929e+01
6.078933678375531002e-01,3.479465022420053510e-01,-2.472277786423736079e-01,-7.301398496802910643e+00,-1.260077562829947340e+01,1.458465426633078010e+01
9.057642804713477158e-01,3.581817891468578874e-01,-2.382654640894907583e-01,-7.831336209952566740e+00,-1.345427572375551684e+01,1.511571437935790385e+01
3.243503250355639356e-01,3.683450323377299163e-01,-2.288816469522238495e-01,-8.393630161332861661e+00,-1.432874469172101684e+01,1.576622784340175265e+01
8.327593284025742726e-01,3.784045223356390375e-01,-2.190655450812798999e-01,-8.987141614371676468e+00,-1.521231483440877774e+01,1.654844438300290577e+01
5.292306715720573873e-01,3.883270589492515135e-01,-2.088097313579112269e-01,-9.609658936375385707e+00,-1.608935920641275175e+01,1.747424964830060645e+01
9.467531577898966599e-01,3.980780801818712966e-01,-1.981101093197784047e-01,-1.025762896337912267e+01,-1.693995432364127041e+01,1.855434395496500954e+01
1.915641408180716598e-01,4.076217558241107541e-01,-1.869658812938596593e-01,-1.092586149940533780e+01,-1.773945513066153978e+01,1.979713726277111263e+01
5.884958189286815244e-01,4.169210455684206340e-01,-1.753795246165072985e-01,-1.160722086253095853e+01,-1.845829400101088069e+01,2.120733591029824083e+01
9.202402621221396073e-01,4.259377234006305746e-01,-1.633567928987203488e-01,-1.229232817637895003e+01,-1.906215058434228382e+01,2.278423121372322058e+01
2.789128639477584937e-01,4.346323760205133002e-01,-1.509067586197135324e-01,-1.296931041717528288e+01,-1.951266849462913910e+01,2.451975787455611311e+01
7.642578174344270003e-01,4.429643849016505763e-01,-1.380419148224943937e-01,-1.362364622492066779e+01,-1.976890521420096647e+01,2.639647447978451922e+01
6.846376625142135408e-01,4.508919092266908124e-01,-1.247783516079663951e-01,-1.423817212384869713e+01,-1.978967480605943408e+01,2.838572621433130294e+01
8.204539476088920091e-01,4.583718917091517131e-01,-1.111360204986335254e-01,-1.479332239206977029e+01,-1.953685769567554331e+01,3.044636685783175167e+01
5.597752163551344973e-01,4.653601185227632664e-01,-9.713909561014841265e-02,-1.526767592243034777e+01,-1.897959018254698904e+01,3.252451259793455307e+01
9.364223093368481132e-01,4.718113700416065592e-01,-8.281643014802304859e-02,-1.563886734844201243e+01,-1.809900636019933629e+01,3.455482616742431645e+01
2.262351580697513354e-01,4.776797071464899402e-01,-6.820209623501113927e-02,-1.588488124961774517e+01,-1.689291572735288938e+01,3.646372854959676602e+01
6.652006830270426052e-01,4.829189433647124718e-01,-5.333597643106510744e-02,-1.598568469739126030e+01,-1.537953334068592071e+01,3.817466051206702815e+01
8.462931904441146624e-01,4.874833492282260039e-01,-3.826434983406256513e-02,-1.592506956172072563e+01,-1.359924885879005174e+01,3.961506602398241483e+01
4.943078997577372569e-01,4.913286249232827751e-01,-2.304039436671294697e-02,-1.569248749142765753e+01,-1.161354902624316132e+01,4.072422205375663395e+01
9.498768799803616325e-01,4.944131565064989742e-01,-7.724490746198189699e-03,-1.528459364490920791e+01,-9.500666581813490552e+00,4.146056177983697211e+01
1.809210128647141258e-01,4.966995233491537376e-01,7.615791753095736173e-03,-1.470620093859963617e+01,-7.348267745625316039e+00,4.180694687775659446e+01
5.631166798811362284e-01,4.981561794399059218e-01,2.290615716169868560e-02,-1.397040761930220398e+01,-5.244307716840469702e+00,4.177260662470479247e+01
9.348618819389721279e-01,4.987591645249850880e-01,3.806658154495471541e-02,-1.309779762905603029e+01,-3.267775354397786991e+00,4.139118237087704699e+01
2.314015458186827467e-01,4.984936566007067693e-01,5.301288048830845451e-02,-1.211479540159020551e+01,-1.481147633778506112e+00,4.071528613993694989e+01
6.758485075633458017e-01,4.973551531656043578e-01,6.765877669631931157e-02,-1.105143062480903637e+01,7.409474313939745649e-02,3.980884746401259378e+01
8.324937490734268808e-01,4.953500949167173872e-01,8.191830765179035356e-02,-9.938878088014192258e+00,1.378400380782876189e+00,3.873895697301269792e+01
5.299020459429687468e-01,4.924958155080839672e-01,9.570832581179319898e-02,-8.807150241134484858e+00,2.431948218447078869e+00,3.756879145713171653e+01
9.466022970640133316e-01,4.888198059363974557e-01,1.089508201268379467e-01,-7.683240395176328619e+00,3.250366576153040477e+00,3.635264645558478946e+01
1.920762753771577958e-01,4.843583917746309697e-01,1.215748123588148016e-01,-6.589879698043391798e+00,3.859616816933264527e+00,3.513338789684404162e+01
5.896953232947048651e-01,4.791550044927918584e-01,1.335176654027165621e-01,-5.544930046545726299e+00,4.291102329560741779e+00,3.394203633659385844e+01
9.194280461204217270e-01,4.732582670756705356e-01,1.447257441092404118e-01,-4.561326808935079136e+00,4.577673064469592212e+00,3.279886360509706122e+01
2.815044336849004680e-01,4.667201021744118439e-01,1.551544710338109978e-01,-3.647426821594612179e+00,4.750788185968416677e+00,3.171531528403406952e+01
7.685868125024470920e-01,4.595940260477341388e-01,1.647678886374721041e-01,-2.807605320838309382e+00,4.838793710285395733e+00,3.069618630287672190e+01
6.758722717691462156e-01,4.519337288654195484e-01,1.735378740684773158e-01,-2.042965417725938870e+00,4.866104043281822555e+00,2.974166478450463913e+01
8.324619872864863490e-01,4.437919821159420075e-01,1.814431527153287094e-01,-1.352058471625162683e+00,4.853024612089145151e+00,2.884904176190708824e+01
5.299823026361766276e-01,4.352198675227474389e-01,1.884682350156175190e-01,-7.315501632537318999e-01,4.815973907037753854e+00,2.801402208771921920e+01
9.465840338088044037e-01,4.262662919552890339e-01,1.946023696472296283e-01,-1.767977562245832690e-01,4.767916746572978148e+00,2.723165685366055655e+01
1.921382628388152436e-01,4.169777377452336675e-01,1.998385740202490712e-01,3.176736940551728172e-01,4.718879165664414899e+00,2.649695899554683365e+01
5.898403730099708309e-01,4.073981970682160059e-01,2.041727755096337527e-01,7.577942412160970642e-01,4.676465139889780964e+00,2.580527573689916565e+01
9.193290880342313010e-01,3.975692416798330409e-01,2.076030768826284401e-01,1.149661331083465576e+00,4.646331982567233787e+00,2.515248701651862717e+01
2.818198405278435903e-01,3.875301874469662122e-01,2.101291456105744693e-01,1.499328396231842442e+00,4.632605418410228104e+00,2.453508726990541433e+01
7.691101884482767215e-01,3.773183218952035900e-01,2.117517189195278204e-01,1.812656098449681119e+00,4.638229784693085556e+00,2.395019446094063653e+01
6.748028845986653312e-01,3.669691710491119752e-01,2.124722127260670612e-01,2.095213467074021452e+00,4.665256533925266957e+00,2.339551792971969846e+01
8.338870158367455154e-01,3.565167887867027874e-01,2.122924217343252762e-01,2.352217773759146091e+00,4.715077697011535562e+00,2.286930654970642607e+01
5.263739504914047851e-01,3.459940565964516046e-01,2.112142985253691874e-01,2.588503766084385038e+00,4.788612003296321973e+00,2.237029103966141363e+01
9.473567759948122724e-01,3.354329881516326939e-01,2.092398021138819897e-01,2.808514589805578776e+00,4.886451111721313190e+00,2.189762877968213672e+01
1.895132768918039445e-01,3.248650321709573019e-01,2.063708076810117087e-01,3.016308241997152084e+00,5.008972586650823899e+00,2.145085571252442236e+01
5.836723801394306799e-01,3.143213721546779249e-01,2.026090725948238580e-01,3.215574676462519044e+00,5.156425239707727037e+00,2.102984744364192338e+01
9.233959446468499310e-01,3.038332205624577620e-01,1.979562559184756543e-01,3.409659732787039932e+00,5.328991447823704597e+00,2.063479011653875617e+01
2.687963214150860258e-01,2.934321058786504843e-01,1.924139913615445507e-01,3.601592904290706443e+00,5.526830128977096912e+00,2.026616073969077902e+01
7.468704642334542676e-01,2.831501500104899316e-01,1.859840158462532922e-01,3.794116626759345579e+00,5.750103233715871731e+00,1.992471615452066658e+01
7.184089007788032610e-01,2.730203320955509327e-01,1.786683580203440314e-01,3.989715287454998371e+00,5.998987888418056080e+00,1.961148959752584275e+01
7.687306978302604898e-01,2.630767318232297702e-01,1.704695926513379589e-01,4.190642547551304276e+00,6.273675691451139791e+00,1.932779370683661924e+01
6.755784857659126175e-01,2.533547454676755573e-01,1.613911688861128790e-01,4.398945861941287561e+00,6.574360101269355106e+00,1.907522877149662222e+01
8.328543422773669880e-01,2.438912563888657459e-01,1.514378181906825827e-01,4.616487285874094404e+00,6.901212354900637891e+00,1.885569496178471383e+01
5.289903499429854383e-01,2.347247465684729473e-01,1.406160499499296834e-01,4.844959792776748486e+00,7.254345910822384447e+00,1.867140716808907541e+01
9.468063265186962285e-01,2.258953229146442865e-01,1.289347362340135805e-01,5.085898404581311816e+00,7.633769023652098973e+00,1.852491088152442700e+01
1.913836050148992052e-01,2.174446304057016111e-01,1.164057824021249021e-01,5.340685466488390709e+00,8.039324739724785118e+00,1.841909724529751458e+01
5.880724988363209560e-01,2.094156177236525529e-01,1.030448695917490914e-01,5.610549393812029884e+00,8.470617373306318143e+00,1.835721496974371547e+01
9.205242928051597939e-01,2.018521226543243119e-01,8.887224057632137075e-02,5.896556191761458621e+00,8.926924416634896886e+00,1.834287621819082403e+01
2.780054128107368738e-01,1.947982450177273006e-01,7.391348252744804614e-02,6.199593014248802270e+00,9.407092902770884280e+00,1.838005282387462458e+01
7.627299323829408451e-01,1.882974871604835565e-01,5.820023876855642125e-02,6.520343003101010559e+00,9.909419546848669214e+00,1.847305828950596762e+01
6.876973339942101804e-01,1.823916637244923644e-01,4.177076242197604039e-02,6.859250657475776336e+00,1.043151462860989120e+01,1.862650996899571609e+01
8.161249010835704976e-01,1.771196123180987236e-01,2.467021160309304517e-02,7.216477054589187645e+00,1.097015065890387930e+01,1.884526468387020515e+01
5.702471782766305175e-01,1.725157762175104914e-01,6.950586068774021117e-03,7.591844415020656989e+00,1.152109852581171978e+01,1.913431987990504979e+01
9.312482689878508468e-01,1.686087725868571641e-01,-1.132977236930766615e-02,7.984769826099762824e+00,1.207895618160462803e+01,1.949867144368884553e+01
2.432947358809325056e-01,1.654200909641976303e-01,-3.010715029915563348e-02,8.394188461650250233e+00,1.263697813717051766e+01,1.994311872478224146e+01
6.995891480195272072e-01,1.629630812957114927e-01,-4.931387265382301821e-02,8.818467429202277330e+00,1.318691815417200175e+01,2.047200750908393019e+01
7.986238535727890886e-01,1.612423738504104309e-01,-6.888004747839397701e-02,9.255312501699249239e+00,1.371890253851450936e+01,2.108890315115788283e+01
6.111304174938820832e-01,1.602538255886585272e-01,-8.873547706884803155e-02,9.701671505380774718e+00,1.422135712378479155e+01,2.179618940585957176e+01
9.030701151690146977e-01,1.599850162196049530e-01,-1.088115291055357925e-01,1.015364006722117729e+01,1.468101687720645998e+01,2.259459438616196536e+01
3.326310325790214351e-01,1.604162383378364420e-01,-1.290427637929255078e-01,1.060637774821970503e+01,1.508305213863687655e+01,2.348265416580256471e+01
8.435529892288545772e-01,1.615218598514971682e-01,-1.493681531155002795e-01,1.105404518726142271e+01,1.541134838061895351e+01,2.445613726498536877e+01
5.014911056492904473e-01,1.632718976739657157e-01,-1.697317938320512531e-01,1.148977550659717650e+01,1.564897508491580069e+01,2.550746949808810982e+01
9.499915510949820119e-01,1.656336352182151972e-01,-1.900830894076909194e-01,1.190569546442903892e+01,1.577887149316977933e+01,2.662521739291425149e+01
1.805288949839023438e-01,1.685731377636629502e-01,-2.103764387395737068e-01,1.229301306730311261e+01,1.578476020873564778e+01,2.779370723274562849e+01
5.621652096272152788e-01,1.720565591466217681e-01,-2.305705115403187955e-01,1.264218778144636524e+01,1.565227220348377202e+01,2.899287169595063673e+01
9.353148495056164968e-01,1.760511763375675887e-01,-2.506272064119843268e-01,1.294319622365010503e+01,1.537022877721802239e+01,3.019842145184718518e+01
2.299037308396293389e-01,1.805261295790741571e-01,-2.705103855312188665e-01,1.318589947900689729e+01,1.493198048711044379e+01,3.138242842238568642e+01
6.727824204654646589e-01,1.854528707748638039e-01,-2.901844588771008149e-01,1.336050757981725212e+01,1.433665707051420490e+01,3.251437499361596650e+01
8.365556936767624130e-01,1.908053413747207439e-01,-3.096128682350409722e-01,1.345812252888694793e+01,1.359014708660562754e+01,3.356266676713468655e+01
5.195750072042624179e-01,1.965599037912512392e-01,-3.287564930686235898e-01,1.347132498465881589e+01,1.270561510634491142e+01,3.449652909122654876e+01
9.485439125532216798e-01,2.026950457307399311e-01,-3.475719759860590452e-01,1.339475399682742562e+01,1.170339040867943226e+01,3.528812136263916699e+01
1.854717623435017115e-01,2.091908641552953085e-01,-3.660099445364801696e-01,1.322561763801262558e+01,1.061013057707689455e+01,3.591462752042848905e+01
5.740735533234497812e-01,2.160283170063800606e-01,-3.840130898961359729e-01,1.296406893191905318e+01,9.457270897981333135e+00,3.636003970547671571e+01
9.291498130525445154e-01,2.231882064414530686e-01,-4.015140527382259905e-01,1.261338912852528082e+01,8.278896878847715968e+00,3.661636456482427349e+01
2.501556642364711203e-01,2.306498266903466154e-01,-4.184330647962337113e-01,1.217993990355752487e+01,7.109292318765588981e+00,3.668405560075880345e+01
7.127956699701479826e-01,2.383891724231525788e-01,-4.346753082019244041e-01,1.167287514507833102e+01,5.980486642213989512e+00,3.657159936988044535e+01
7.779284107994323127e-01,2.463765546665755701e-01,-4.501279879814707452e-01,1.110363629479189740e+01,4.920129683409384391e+00,3.629432955349945900e+01
6.564720341879075605e-01,2.545734319893259157e-01,-4.646572162635377312e-01,1.048528563365364619e+01,3.949956199863273731e+00,3.587267308958550416e+01
8.569627095649735571e-01,2.629282107338996588e-01,-4.781049589167109537e-01,9.831752690274608852e+00,3.084984377417815615e+00,3.533011308824613650e+01
4.657949711241228252e-01,2.713707873474894283e-01,-4.902866413056955475e-01,9.157075858988928729e+00,2.333455942889826495e+00,3.469116700670394238e+01
9.455540607984815882e-01,2.798057179713094866e-01,-5.009905357330883824e-01,8.474713867379017884e+00,1.697406144805409189e+00,3.397962991346165751e+01
1.956299998427352971e-01,2.881042983229850085e-01,-5.099808808554340267e-01,7.796983095121657215e+00,1.173675557863276264e+00,3.321724349760920347e+01
5.979638314162133428e-01,2.960966940474283327e-01,-5.170076495035743624e-01,7.134652341395819164e+00,7.551512087447200816e-01,3.242285089836614276e+01
9.135317333901717962e-01,3.035667879276311432e-01,-5.218264675295283261e-01,6.496702228130708967e+00,4.320446614805469321e-01,3.161201087830250245e+01
3.001677208214155179e-01,3.102542893341913022e-01,-5.242310357775789020e-01,5.890236471465692958e+00,1.930626236547392793e-01,3.079698720332710238e+01
7.982548287535106146e-01,3.158695778095473305e-01,-5.240957449468531815e-01,5.320519086684597276e+00,2.638283706559080288e-02,2.998700339968564776e+01
6.119674170758133691e-01,3.201241062356355305e-01,-5.214177582069872141e-01,4.791105461722696468e+00,-7.959988643841184319e-02,2.918865372289771543e+01
9.023605305508092256e-01,3.227714767214815983e-01,-5.163405262826207265e-01,4.304034926906585845e+00,-1.357535410127500841e-01,2.840637861360135830e+01
3.348028131285110121e-01,3.236453687559189829e-01,-5.091435393439367463e-01,3.860056080114652399e+00,-1.518866830675038582e-01,2.764293761615691025e+01
8.462975799090360907e-01,3.226789655282929492e-01,-5.001990318978642991e-01,3.458861803796436707e+00,-1.365850079794913019e-01,2.689983755878937544e+01
4.942963473667500995e-01,3.199000011221571627e-01,-4.899137305691843580e-01,3.099317122618844067e+00,-9.716605944094765246e-02,2.617769460442574925e+01
9.498763797172290468e-01,3.154081137341059882e-01,-4.786776981399023523e-01,2.779668804412864791e+00,-3.971537569509819149e-02,2.547652400500808767e+01
1.809227232955742670e-01,3.093466568478157042e-01,-4.668325121674400946e-01,2.497730386402068348e+00,3.082605308149014706e-02,2.479596115388577005e+01
5.631208276653718592e-01,3.018782742157152255e-01,-4.546588296638873761e-01,2.251039953070010480e+00,1.105460444021966471e-01,2.413542282160638308e+01
9.348598922363858810e-01,2.931679032973741883e-01,-4.423771138037628781e-01,2.036990562203229160e+00,1.964337602610406464e-01,2.349421953058017465e+01
2.314081216718036627e-01,2.833728592202327534e-01,-4.301548716447155529e-01,1.852934882009010353e+00,2.862517455741083738e-01,2.287163003285709806e+01
6.758619310052991214e-01,2.726380932856554695e-01,-4.181158449592844439e-01,1.696266568365520255e+00,3.784145841180321934e-01,2.226694771832490005e+01
8.324758086477321850e-01,2.610946751779276709e-01,-4.063487733577034189e-01,1.564481369940771360e+00,4.718782874778232883e-01,2.167950714275738733e+01
5.299473793233390184e-01,2.488600423128577710e-01,-3.949147996973938479e-01,1.455221061694476514e+00,5.660424378430428671e-01,2.110869713515643298e+01
9.465919869923233865e-01,2.360390838058834539e-01,-3.838533507188206517e-01,1.366303199309333083e+00,6.606657041789708584e-01,2.055396535133543168e+01
1.921112691861441291e-01,2.227255186618662952e-01,-3.731866534721249851e-01,1.295739449796296849e+00,7.557944567635666022e-01,2.001481779206825351e+01
5.897772118637653049e-01,2.090032835180120063e-01,-3.629231532300958296e-01,1.241744950493023802e+00,8.517036682022175453e-01,1.949081572848945143e+01
9.193721984738805197e-01,1.949477862542766393e-01,-3.530600883120822986e-01,1.202740822263943077e+00,9.488489975398242127e-01,1.898157166030370391e+01
2.816824447592998215e-01,1.806269747965261740e-01,-3.435854556850974628e-01,1.177351639791531124e+00,1.047828826732573715e+00,1.848674533835845679e+01
7.688822912801505094e-01,1.661022066385282048e-01,-3.344795474477484376e-01,1.164399358485635361e+00,1.149354998221628898e+00,1.800604047005818131e+01
6.752687910565579044e-01,1.514289295113016853e-01,-3.257162023227175296e-01,1.162894922459234648e+00,1.254231048893369227e+00,1.753920245294774460e+01
8.332672333499760997e-01,1.366571947432953793e-01,-3.172638827741781631e-01,1.172028535102648039e+00,1.363336821927846332e+00,1.708601731271111746e+01
5.279452144659597668e-01,1.218320289774084408e-01,-3.090866592681841829e-01,1.191159363785167846e+00,1.477618445119756485e+00,1.664631192756366929e+01
9.470324469561155478e-01,1.069936926535319799e-01,-3.011451597225762167e-01,1.219805271918626755e+00,1.598082779278344079e+00,1.621995557892560669e+01
1.906155672000253987e-01,9.217785332603277426e-02,-2.933975207608061075e-01,1.257633022654598420e+00,1.725795554368182216e+00,1.580686286162692156e+01
5.862688364159444054e-01,7.741570133672506793e-02,-2.858003590884485301e-01,1.304449275825956711e+00,1.861882517974242202e+00,1.540699800390257046e+01
9.217192138810683666e-01,6.273403342300790109e-02,-2.783097652636830066e-01,1.360192600040785349e+00,2.007533016137340809e+00,1.502038068016093320e+01
2.741810376454281162e-01,4.815532696087717474e-02,-2.708823090031122205e-01,1.424926641650440917e+00,2.164005507477882340e+00,1.464709344294991666e+01
7.562220257161968995e-01,3.369782370060413895e-02,-2.634760353996657423e-01,1.498834528233184971e+00,2.332634575369198604e+00,1.428729095182927722e+01
7.005310394439764332e-01,1.937563743063668714e-02,-2.560514255614366741e-01,1.582214532946786267e+00,2.514839047585645471e+00,1.394121123457713018e+01
7.971917484341697335e-01,5.198895451044320201e-03,-2.485722937318314840e-01,1.675476984410672276e+00,2.712130856112599631e+00,1.360918927984207905e+01
6.143728457180364089e-01,-8.826080721348330063e-03,-2.410065945256358588e-01,1.779142371580864967e+00,2.926124269037823300e+00,1.329167333002995832e+01
9.002916382169613430e-01,-2.269655363491412253e-02,-2.333271185483134502e-01,1.893840561326560756e+00,3.158545098283410901e+00,1.298924431903362198e+01
3.411130966196090908e-01,-3.641310810672510057e-02,-2.255120609196315240e-01,2.020311015022245638e+00,3.411239426948348807e+00,1.270263898126407831e+01
8.540688173499231262e-01,-4.997935205380192591e-02,-2.175454535792339383e-01,2.159403856214856088e+00,3.686181302348106481e+00,1.243277724552518393e+01
4.736140358056217248e-01,-6.340158346881009932e-02,-2.094174582596699807e-01,2.312081600828181038e+00,3.985478697790311386e+00,1.218079461757700344e+01
9.473543673954252231e-01,-7.668842718261333069e-02,-2.011245217244148065e-01,2.479421310524394073e+00,4.311376847856632111e+00,1.194808034480276149e+01
1.895214658945078567e-01,-8.985044586738923089e-02,-1.926693977138784764e-01,2.662616864257617788e+00,4.666257796057279528e+00,1.173632223834964350e+01
5.836917034668779314e-01,-1.028997281462570162e-01,-1.840610432351493242e-01,2.862980957437583740e+00,5.052634644926924601e+00,1.154755909126041580e+01
9.233836553290862836e-01,-1.158494593875483702e-01,-1.753143967751734367e-01,3.081946326186517648e+00,5.473138548728540442e+00,1.138424165802965327e+01
2.688358655206895542e-01,-1.287134806129515696e-01,-1.664500482352255784e-01,3.321065548440719883e+00,5.930495917029640296e+00,1.124930312543964028e+01
7.469399431356388286e-01,-1.415058415545020487e-01,-1.574938118278114141e-01,3.582008585299611969e+00,6.427492580884104356e+00,1.114623986783631970e+01
7.182785250398362464e-01,-1.542403573767897329e-01,-1.484762146143120964e-01,3.866556984858060986e+00,6.966920789955169724e+00,1.107920298662788916e+01
7.689470449244475425e-01,-1.669301775768842477e-01,-1.394319165603425392e-01,4.176593365367772037e+00,7.551503840869811413e+00,1.105310060540806383e+01
6.751364507003473348e-01,-1.795873774285686175e-01,-1.303990801931595722e-01,4.514084412917975797e+00,8.183791878211192028e+00,1.107371002066509114e+01
8.334434498171221506e-01,-1.922225815135231997e-01,-1.214187104958747154e-01,4.881055159447297065e+00,8.866020977071533693e+00,1.114779744797393235e+01
5.274987699414140918e-01,-2.048446278355006700e-01,-1.125339870973393053e-01,5.279551741209720817e+00,9.599926069446995669e+00,1.128324106437549723e+01
9.471265070764948169e-01,-2.174602781800545614e-01,-1.037896111251240955e-01,5.711589174033448124e+00,1.038649674621212071e+01,1.148915008914293701e+01
1.902959693443782574e-01,-2.300739774798856996e-01,-9.523118756911200244e-02,6.179079931251315827e+00,1.122566369479942239e+01,1.177596847998348295e+01
5.855169709035145109e-01,-2.426876616004224330e-01,-8.690466123297725665e-02,6.683738307606126305e+00,1.211590293354465686e+01,1.215554613313743992e+01
9.222100212124523244e-01,-2.553006089992535532e-01,-7.885582017096522123e-02,7.226954770199979450e+00,1.305374573693968365e+01,1.264115296344836281e+01
2.726070523535661372e-01,-2.679093286464409585e-01,-7.112987528593667230e-02,7.809633866873950225e+00,1.403318520812607417e+01,1.324740171413873391e+01
7.535112999705314563e-01,-2.805074742310706415e-01,-6.377111965981493991e-02,8.431989000999163153e+00,1.504497726802130053e+01,1.399003389503761419e+01
7.057816789915545286e-01,-2.930857727381018796e-01,-5.682266599145562036e-02,9.093287827701377779e+00,1.607584629635522688e+01,1.488551051949934134e+01
7.890848222473838547e-01,-3.056319543087935298e-01,-5.032625567908812630e-02,9.791543674566762334e+00,1.710762610898721903e+01,1.595033692841074746e+01
6.324338690755541004e-01,-3.181306701226771505e-01,-4.432212914578208957e-02,1.052315191800880712e+01,1.811639787019015202e+01,1.720004212467310367e+01
8.833528272223801769e-01,-3.305633853047280635e-01,-3.884894399744359683e-02,1.128247651322694090e+01,1.907172986578985530e+01,1.864773307115909518e+01
3.915543174703101093e-01,-3.429082341447599602e-01,-3.394372449305714523e-02,1.206140184848323216e+01,1.993617988683272202e+01,2.030216147292511053e+01
